AVL,RB,B ONE,B FIVE,B TEN
31460,32,85,58,62
30310,30,88,63,67
29928,33,86,60,63
30303,34,108,67,67
32050,35,86,59,63
33126,30,98,68,62
31118,31,92,65,62
31462,31,92,60,65
32564,34,85,64,62
32539,30,93,64,56
32716,33,87,66,57
31339,32,89,61,60
30077,32,89,62,54
30319,33,85,61,57
30690,29,85,59,61
31583,35,86,68,58
32618,34,87,67,62
30977,31,92,61,58
31876,31,87,63,58
30861,31,100,62,64
29319,29,94,64,63
32839,35,94,65,59
31122,34,84,71,61
31012,34,87,56,61
32333,38,86,58,59
31352,33,95,59,62
31811,35,85,60,67
30585,30,82,61,59
30647,34,96,64,60
32458,34,85,63,58
32296,32,87,61,56
33699,34,87,56,57
31445,32,85,66,60
32471,31,83,66,58
31597,35,91,59,58
31520,33,89,60,69
31689,31,82,60,58
30730,37,90,59,56
31259,33,95,61,63
32586,34,85,66,61
32405,32,93,71,66
32007,33,87,63,66
34061,35,91,65,59
30955,34,89,74,61
32269,38,92,66,62
30281,32,88,58,62
29986,35,95,66,62
31938,29,90,62,60
31510,32,91,61,60
31537,33,92,60,63
32067,31,90,60,62
33212,32,89,59,76
30221,32,85,64,70
32578,32,83,66,58
33275,35,90,68,61
29960,33,87,59,59
32257,32,97,65,89
31009,33,88,58,58
32472,32,98,59,58
32423,34,90,60,62
31327,32,87,61,62
32133,37,86,64,58
31252,37,93,61,57
31168,33,92,63,68
30709,32,90,61,69
30527,34,85,61,60
31074,32,85,63,69
32331,33,93,65,60
33770,32,86,60,56
33432,31,97,60,66
30640,36,97,62,58
32632,33,89,57,60
31757,32,100,60,61
31465,35,94,64,67
30980,31,89,65,62
31713,33,102,62,65
31193,31,91,60,63
30515,34,85,63,63
32581,33,86,62,58
31053,34,81,56,57
30364,29,88,62,60
33668,35,85,62,66
30300,34,87,59,67
30822,32,90,59,58
30695,35,97,58,62
31983,34,94,65,59
31478,32,93,58,56
32501,32,81,59,59
31487,33,103,60,65
31185,29,82,60,60
30612,34,100,59,72
31440,34,92,60,66
32438,32,90,60,64
30701,34,88,61,64
31837,33,94,61,57
32402,32,97,69,60
30752,32,96,60,61
31951,32,91,59,57
32828,31,89,63,64
32814,32,89,61,56
31414,30,90,60,56
32228,35,83,64,63
33060,31,87,62,66
34160,32,84,70,60
33734,32,91,65,61
32573,31,82,64,66
30660,31,83,63,55
31874,33,91,65,55
32132,32,85,60,58
33272,33,85,63,60
33367,33,86,61,66
31117,33,87,57,56
32206,30,85,63,59
32862,33,85,61,65
30772,33,89,57,60
33527,33,84,61,58
31611,32,81,65,59
31661,30,96,60,67
31324,32,90,59,63
33555,30,94,64,59
32506,32,93,67,61
31845,35,84,63,59
32334,32,93,60,59
30966,33,99,61,60
31748,34,94,58,67
33992,32,86,59,59
32014,33,84,61,60
31683,31,84,60,59
31931,35,90,59,63
32391,34,89,61,57
31043,33,100,60,64
32517,32,92,69,62
32765,30,87,63,59
31183,34,104,59,60
33973,33,93,60,67
32860,32,86,60,61
30992,33,85,60,61
30185,35,107,65,61
33041,33,86,63,61
33843,32,85,62,72
33077,30,92,59,65
32507,28,85,62,58
32717,35,86,61,75
33074,36,96,60,62
33296,32,89,59,60
32703,33,88,62,59
31587,34,97,60,66
32941,34,85,64,65
33815,32,85,57,65
31573,36,90,59,63
30830,32,91,66,62
34150,34,91,69,63
32864,35,98,62,66
33092,33,89,61,62
31638,30,91,63,60
32259,33,92,57,59
29040,33,84,59,58
33137,35,99,62,67
32655,31,92,63,64
33684,32,90,66,72
31721,34,95,60,63
30589,34,94,62,66
33346,33,92,61,58
31574,34,84,63,64
33590,31,84,62,59
32832,30,91,58,72
33256,31,89,61,62
32114,31,85,59,59
33401,33,89,63,63
32630,31,94,61,65
34027,35,91,60,69
33053,33,93,62,63
32825,35,88,63,62
31898,34,91,65,63
31816,31,86,60,63
31919,31,88,64,62
31000,32,91,60,64
33922,30,90,62,58
33235,32,83,61,66
33261,33,94,62,61
31939,33,100,70,68
33250,33,88,67,62
33715,35,91,60,58
31922,33,94,65,64
32292,33,91,59,59
34243,33,90,65,69
31585,32,85,60,60
33295,37,89,60,58
32530,31,84,60,72
31227,34,89,61,64
31686,36,99,60,62
32752,29,91,59,59
32758,33,95,60,57
34074,28,95,58,59
31534,32,90,61,62
31081,35,90,64,64
30419,32,104,63,74
33387,32,92,62,67
34405,32,88,63,60
33510,30,84,58,59
32234,34,89,59,65
34295,29,86,68,65
33698,32,93,64,63
32107,33,93,59,58
32491,33,97,61,68
33811,32,85,62,60
33304,31,80,60,69
33514,33,94,61,65
32398,36,88,70,65
31672,34,99,69,67
34175,32,91,63,65
32495,33,89,62,68
33073,33,92,62,61
32526,36,102,61,66
32436,35,94,65,68
31586,32,87,61,69
32427,35,85,69,61
32606,34,93,60,69
35356,36,84,61,71
32524,30,93,68,71
33905,29,89,62,66
33681,33,84,56,61
34344,33,88,60,63
33329,32,92,60,63
33813,32,89,63,66
34248,32,88,61,57
33958,34,87,65,61
32056,31,81,58,60
30804,30,84,62,60
33138,34,91,63,60
33688,35,83,58,60
32161,31,86,63,59
32348,34,89,62,62
33742,32,94,65,62
33251,33,91,67,60
35070,32,88,60,57
31916,35,89,65,62
35008,34,99,57,60
30294,34,87,61,64
32439,36,83,65,60
34878,33,90,58,61
32238,34,86,58,61
33229,31,88,65,62
33692,31,89,59,59
32676,33,89,67,62
32054,31,87,67,66
34724,32,97,65,67
33365,33,99,60,63
32782,35,93,59,66
33640,31,88,60,63
34234,33,94,64,65
31738,35,95,58,66
35155,33,81,59,72
33223,32,91,62,61
32821,33,97,67,64
32866,33,86,59,66
33286,33,94,61,60
32685,33,90,61,62
31936,33,86,61,59
32650,34,100,63,63
32532,32,85,63,61
33045,35,87,70,61
31766,34,92,60,66
34148,37,92,60,68
31630,35,87,62,59
32770,29,87,62,56
33144,37,91,63,61
33061,31,91,62,61
33994,34,92,68,68
32431,30,83,61,65
32674,29,105,64,63
32111,33,85,64,64
32954,30,86,60,70
32089,33,87,70,75
33825,33,91,64,61
32863,30,90,59,60
33283,34,90,62,60
33175,32,88,60,61
30208,32,96,59,61
31843,28,89,59,62
34744,32,88,57,63
35475,32,85,68,62
33652,35,99,64,60
32657,35,96,60,61
33692,34,94,69,59
34562,30,91,61,63
32909,34,100,65,62
34546,33,104,67,64
33681,35,85,60,58
34618,35,94,61,64
34418,31,98,61,69
34287,30,86,59,63
35508,31,84,61,65
34633,33,88,65,63
34394,35,93,58,60
31242,32,93,68,61
32430,34,96,66,74
34359,32,85,59,63
31375,32,87,60,66
34173,30,88,57,62
32166,31,93,57,57
31619,35,83,59,56
33556,37,92,67,65
34526,33,95,61,64
33925,35,90,64,65
32344,33,87,65,61
31727,32,98,62,61
32466,35,87,59,62
32500,35,87,65,64
31812,32,91,60,65
35753,32,93,58,59
32745,34,107,61,68
34526,35,87,59,60
33718,32,94,60,67
33852,36,87,64,70
32810,33,91,60,70
34566,32,84,67,60
34169,32,82,58,59
34809,38,93,67,59
33710,33,87,65,62
33140,31,95,60,62
34015,35,86,65,67
32410,35,85,59,60
33343,35,80,61,64
35268,33,84,62,72
35627,34,107,72,66
33668,33,85,63,60
31831,33,84,58,59
34676,34,82,59,61
31313,34,90,62,63
32462,32,88,57,62
33393,34,92,65,62
34268,27,87,59,63
33642,31,92,59,59
33410,35,88,60,60
32504,33,95,66,69
34178,34,87,60,61
33666,34,85,59,59
35744,33,95,62,60
33067,32,96,59,64
33938,33,94,58,61
32848,32,90,64,80
33467,31,88,64,71
33449,35,84,61,65
33327,31,83,64,69
33446,34,93,58,59
32071,31,93,65,67
33388,34,96,58,60
33596,33,98,58,61
32531,32,92,58,65
34130,35,100,73,73
35234,37,85,58,72
32905,32,94,63,67
34143,33,92,68,64
33588,34,96,63,59
35097,31,89,61,65
33066,31,91,64,64
33978,33,99,63,66
32778,35,102,67,66
33965,32,85,57,60
33961,33,84,59,61
34970,33,100,59,72
33189,34,91,62,64
32538,33,88,65,62
33778,33,86,56,68
34872,35,84,60,77
32538,33,91,60,61
32634,32,92,64,69
34591,34,92,60,64
32570,34,99,63,80
33913,32,87,67,64
34878,33,89,60,60
32991,34,89,63,72
32755,33,83,58,63
35003,35,83,66,60
34179,33,85,57,61
34599,34,91,61,76
34073,32,92,68,62
32079,33,84,60,63
33841,36,90,57,61
34089,32,94,60,68
33249,30,86,61,61
33920,35,80,56,58
32402,34,104,63,66
34446,33,102,61,65
32997,35,102,63,66
32166,33,92,62,66
33076,34,89,67,65
33119,36,84,67,61
34314,35,91,65,64
34620,35,86,59,59
33004,33,87,60,60
35009,36,83,61,59
34821,33,98,62,62
33471,33,97,58,64
34433,33,96,60,64
35042,32,88,65,62
34433,32,99,61,65
34734,31,91,62,64
34372,32,86,63,70
33407,32,86,62,69
34053,33,94,57,65
34648,31,87,61,61
33238,34,92,61,69
33316,29,93,58,64
31755,30,86,60,67
34032,33,83,58,68
33166,30,95,73,65
32416,31,96,59,71
35574,36,92,60,62
33323,29,80,61,61
35514,35,86,62,73
33788,33,88,58,64
31532,35,87,66,64
33609,33,92,68,63
33867,31,83,64,64
32375,35,98,62,74
34172,36,86,58,60
34927,32,88,57,64
34292,34,84,59,64
35406,31,85,60,60
33300,33,95,65,67
33798,34,94,61,69
34465,35,96,61,64
34487,32,92,62,62
33926,31,87,59,61
32792,34,100,64,60
32614,29,87,70,70
31265,31,85,59,61
32547,34,86,62,64
33990,34,92,64,63
35512,34,86,61,74
34936,31,81,61,61
35408,30,84,59,62
34626,32,91,59,62
33226,33,92,65,60
33908,33,92,64,68
34319,35,93,63,74
36362,33,85,65,66
34428,31,84,63,78
32927,32,94,60,62
34317,31,86,57,61
33378,34,100,65,65
35553,33,83,59,60
34873,32,86,62,61
34480,33,88,55,57
34832,31,82,60,71
34193,34,85,58,63
34049,34,83,61,66
33282,33,91,67,61
34722,33,89,58,59
34704,31,84,58,59
33674,32,84,60,61
32783,34,99,60,76
34585,33,89,64,60
36272,32,88,66,64
35283,31,93,60,65
33232,37,90,64,64
34852,34,93,60,67
32206,35,90,62,63
35301,32,93,57,63
33333,35,81,63,62
33846,35,95,62,63
33555,37,81,63,67
34896,32,86,60,67
35404,33,84,59,61
35661,31,83,60,62
34667,36,82,66,73
36625,32,94,60,72
34151,35,93,65,68
34389,30,90,67,74
33750,32,88,63,61
34745,35,94,60,68
33853,33,85,65,66
35472,34,95,61,70
35169,32,93,66,64
36281,31,85,57,59
32977,34,89,64,62
34413,35,97,67,65
34470,35,84,55,61
31856,36,96,59,67
34077,33,89,58,61
34657,36,86,61,66
35153,32,88,60,62
32705,32,84,60,60
33500,33,90,59,66
35438,34,81,65,62
34495,32,87,63,64
35546,30,87,63,59
34703,31,86,62,64
34205,33,84,65,63
32822,35,93,63,66
32297,32,94,62,63
34448,35,85,62,68
34181,33,85,65,67
34022,34,89,57,61
35923,33,84,63,62
34920,30,89,60,63
32638,34,88,62,62
36478,30,96,69,62
33215,31,99,64,64
31861,33,89,60,62
34360,33,92,63,68
33804,32,97,60,63
34687,35,89,68,58
33982,35,95,58,64
36382,33,86,68,72
36766,35,89,59,65
33158,35,94,69,66
33665,33,104,62,68
36469,32,90,64,63
34709,33,92,63,66
35851,32,83,60,69
34532,32,89,61,70
36540,33,91,61,66
33407,33,87,60,59
34157,33,92,60,59
36236,34,93,62,61
34428,36,93,58,73
34095,30,87,65,65
33630,33,91,65,66
33796,35,93,63,71
37190,32,88,69,66
33830,33,81,57,61
36093,31,88,61,63
35950,34,91,62,69
36607,33,86,58,64
34906,32,94,63,63
34812,32,88,60,63
33110,32,89,64,60
33200,35,85,62,64
34433,32,94,63,71
35855,32,88,63,63
34093,33,88,58,59
35989,33,94,60,73
35476,34,82,61,59
33781,32,93,59,61
35235,34,90,62,67
36144,29,95,64,70
34996,32,92,60,63
33999,33,84,63,62
34372,34,101,63,69
34314,35,84,65,61
33993,35,92,60,67
33143,32,80,61,67
36358,32,82,58,59
35836,36,95,65,61
34949,30,94,61,62
36031,38,94,58,61
32081,31,83,62,59
35032,36,99,62,68
35746,32,91,58,67
33720,32,92,60,66
33513,30,92,62,68
34008,32,92,63,65
34834,34,92,66,62
35151,35,95,58,62
35332,32,89,60,69
34827,32,87,67,71
36746,32,89,67,62
34966,35,87,63,68
35580,30,86,63,72
36936,34,95,60,80
34841,32,85,71,69
34813,32,80,56,58
35938,36,91,63,63
35077,36,103,61,67
36183,32,95,66,62
34748,34,91,65,63
34858,32,95,63,65
34506,32,94,63,63
34120,33,82,69,71
36545,34,87,62,61
34865,34,92,64,65
34983,33,99,59,61
35781,32,85,68,63
33707,34,97,69,63
36163,36,99,65,64
35599,32,90,61,60
36693,33,84,63,62
36147,34,87,62,68
34946,37,89,59,64
35432,31,82,66,61
36069,34,91,64,61
34628,32,87,63,62
35332,32,92,61,67
34990,30,90,60,59
37686,33,103,64,60
36430,33,95,70,63
34632,32,85,63,60
36140,33,103,66,66
34514,32,87,62,70
37489,32,117,63,62
34226,35,92,58,66
35109,34,88,63,67
34735,34,101,64,66
33771,35,90,67,63
34971,30,90,59,67
34744,35,86,60,67
34606,32,90,66,61
34311,35,90,63,68
34121,30,94,60,64
36819,30,85,64,67
35798,32,85,61,62
31775,30,96,61,66
33976,33,91,61,61
35251,32,92,61,60
34405,32,92,56,57
34382,30,98,66,74
35819,33,88,61,65
36862,31,88,61,65
35315,30,87,61,66
33856,28,88,62,61
34664,31,88,62,63
38171,36,84,57,63
36756,33,88,66,65
33733,30,95,59,67
35752,36,83,63,60
36069,32,90,60,72
34338,35,89,61,68
35768,34,83,58,63
36356,33,91,59,60
36195,33,91,66,69
35108,31,85,60,64
34636,35,94,59,66
34723,34,84,60,65
35499,33,82,59,64
36395,30,95,58,62
35622,33,90,59,62
37414,35,86,55,60
36242,34,87,63,59
35822,33,88,60,62
34219,32,95,63,62
36524,34,86,63,68
34609,33,90,62,64
37635,34,96,70,65
35156,36,95,61,60
33174,34,88,71,75
32675,34,93,67,72
37014,35,100,61,73
35439,33,91,62,63
35251,33,88,65,65
33958,32,92,58,65
35814,32,93,69,69
36554,33,97,68,63
35526,34,92,60,69
34655,31,92,63,61
36224,38,84,57,63
33549,31,83,69,63
36840,30,93,61,63
37520,32,83,64,69
36008,34,93,67,87
37115,30,86,60,62
36093,33,82,68,60
35311,31,87,62,62
36290,32,88,61,67
34572,35,99,59,67
36524,35,85,58,60
36355,33,101,62,66
34632,32,83,61,61
35080,33,86,60,63
34439,36,104,62,62
35636,31,87,58,63
35435,32,82,64,65
35176,33,83,58,60
33717,31,82,58,69
33838,37,93,70,68
33371,34,90,62,63
37063,33,87,59,61
34956,34,90,65,68
35361,34,100,64,61
35764,37,99,71,69
35902,31,91,66,59
37098,35,90,58,63
35529,31,89,60,65
35572,35,91,67,66
35223,32,93,68,67
35634,32,94,61,61
36162,34,89,68,65
34779,29,94,64,61
35721,34,93,60,63
36398,35,89,64,72
33392,32,82,62,64
34315,35,89,66,61
34863,35,84,65,71
34018,34,88,63,62
34126,32,84,62,60
35524,33,90,65,72
34761,32,101,65,64
37421,34,88,61,70
36303,36,94,60,60
37363,32,89,59,66
37416,31,95,61,67
35018,34,94,68,66
34606,34,90,63,62
34772,32,88,64,63
33630,33,92,61,62
35958,34,93,58,65
33747,35,86,61,65
36308,35,103,59,63
35784,34,94,61,65
36218,33,89,61,68
34048,32,91,62,61
37500,32,96,57,58
34476,33,91,57,67
34723,32,88,61,66
33671,36,109,66,68
35015,32,103,66,65
35354,33,86,60,58
34674,36,84,63,61
36598,30,91,61,64
35845,32,81,59,62
36309,31,92,63,69
36330,33,91,63,67
36027,32,86,76,68
37329,32,95,69,68
36825,35,86,65,64
36316,34,96,61,65
36097,33,90,62,67
35623,34,93,68,65
35691,32,83,63,65
36685,32,87,61,67
37247,31,101,61,65
36552,35,95,64,77
34796,32,96,65,64
35725,31,93,60,63
37700,33,93,70,60
36500,34,88,63,64
34864,35,90,63,62
35636,33,103,59,61
35095,28,85,63,63
35351,32,89,65,65
35467,32,95,64,69
35186,32,87,66,62
35132,33,86,59,67
35927,33,93,64,65
38284,30,89,63,73
34985,30,90,63,66
35173,32,86,62,67
34652,32,90,60,60
35517,35,90,70,68
34629,30,93,59,69
36118,37,103,64,62
34162,35,85,63,67
35110,32,89,61,65
37696,32,85,58,66
35216,34,94,60,61
35228,31,88,62,63
35895,34,86,66,66
36886,32,98,60,80
36357,32,97,65,70
38326,30,82,58,59
37058,34,95,71,64
36599,35,91,62,64
37072,32,81,62,70
34281,34,104,60,68
37112,33,92,66,66
35231,32,86,58,64
36579,33,103,61,60
37898,34,90,59,61
36062,35,97,61,61
38392,32,87,73,68
36582,34,109,60,67
36272,32,87,62,60
35678,32,82,62,65
35149,30,93,66,59
35533,32,89,59,62
36966,30,82,65,64
36905,33,98,64,70
36233,29,101,65,65
35742,33,96,62,64
35859,34,89,61,69
35691,38,92,61,66
37573,32,88,62,64
36702,33,90,59,64
37472,34,91,68,61
36557,32,83,60,65
35881,34,91,62,63
34721,36,102,67,63
36000,31,105,62,70
35935,33,89,62,65
37384,31,84,57,64
37203,32,88,66,66
37259,34,90,60,62
35588,33,94,62,64
36815,32,88,59,64
36375,36,94,62,77
37777,35,89,57,63
37771,35,83,63,61
34618,32,87,67,68
35075,35,96,64,63
34996,33,84,61,62
38783,34,106,63,60
35777,35,95,60,63
37790,33,90,66,74
35733,32,94,66,65
35398,34,89,71,67
34695,31,88,62,73
37506,32,101,62,60
35902,32,92,61,62
37331,35,91,60,64
35694,33,92,59,63
37836,34,82,60,61
35429,35,91,64,64
37763,31,90,61,61
35905,35,107,62,60
34558,32,90,71,66
37140,38,85,63,61
37253,32,86,63,70
35696,35,86,64,72
37334,33,82,62,62
38431,30,84,60,64
37119,33,90,63,71
38425,34,99,60,68
36409,33,90,76,60
37755,34,85,60,68
35036,29,89,61,67
37365,33,86,63,72
38354,31,82,68,64
36476,35,86,65,66
36015,38,87,58,58
37175,35,91,62,72
36716,32,94,72,74
39221,36,88,63,65
37975,37,84,60,56
37208,36,97,62,68
37070,31,81,61,67
39127,32,86,60,62
33979,30,91,65,68
36369,33,99,62,64
37782,31,90,59,61
35143,35,86,64,64
35777,34,82,61,66
36551,34,85,64,73
37279,36,89,69,61
35153,31,82,60,68
36574,36,87,68,63
38608,34,93,67,62
35042,32,95,58,61
38108,36,95,63,62
36823,32,104,62,66
37239,34,89,65,63
36826,32,110,71,66
36423,36,99,61,67
37671,32,91,68,66
37088,34,85,59,62
36855,34,91,61,63
36579,34,108,65,65
36221,32,88,62,63
36721,35,88,66,63
33969,29,85,62,60
35963,34,103,65,65
35495,34,89,61,61
35592,31,92,64,64
37214,34,90,67,72
37600,35,92,62,65
38026,35,97,64,62
37235,35,92,63,71
38118,37,92,64,66
34482,32,83,62,65
37229,30,101,62,62
37592,34,91,68,64
36519,33,86,63,63
36162,31,91,66,73
36315,38,96,67,70
38020,33,84,60,61
36384,36,86,59,61
35087,31,88,60,74
36953,35,92,63,65
36313,34,86,63,58
37473,33,95,70,67
38945,32,91,64,70
36059,31,99,61,64
34360,33,93,63,62
38015,36,95,61,62
37553,31,87,67,67
36555,32,90,62,62
37301,33,88,62,61
38302,34,85,62,65
36417,32,103,77,63
37688,33,93,59,62
36507,31,96,62,62
37569,32,87,66,62
34694,34,88,70,64
37346,33,93,60,64
37071,35,85,64,59
37788,37,92,64,63
35973,32,93,62,63
36383,31,98,60,64
37335,33,90,62,58
36753,36,90,69,61
38116,33,96,70,68
37572,35,93,69,67
34948,34,91,64,60
36041,33,85,69,70
38795,34,90,70,67
37802,31,87,62,70
37860,35,91,70,63
38419,32,94,65,65
36409,35,81,59,61
37736,30,92,66,64
38424,33,87,64,61
35973,36,88,61,63
36929,34,92,66,67
35251,33,89,66,65
39062,33,89,65,67
37440,32,91,62,65
37476,33,91,60,62
36643,33,90,64,64
37705,31,94,68,61
34448,29,81,64,61
37129,32,86,65,63
37680,34,88,63,60
35223,32,83,64,62
36939,35,88,65,67
34700,35,82,58,66
35608,33,86,65,65
37403,30,87,65,68
38604,36,85,74,66
37061,35,91,66,65
36529,36,86,64,71
37181,33,85,61,63
36348,32,86,59,61
36936,31,90,61,66
38399,31,84,61,61
36461,35,92,67,63
36692,34,93,67,63
35915,32,85,61,63
35999,33,85,64,66
37524,33,85,61,73
35535,33,94,60,66
37339,36,93,62,69
38266,29,91,62,63
36070,35,90,60,63
38747,33,95,61,61
38837,36,89,67,67
36400,33,81,58,63
36807,35,85,61,67
37587,30,102,61,68
37520,35,89,68,63
36539,32,85,65,71
37673,31,90,64,66
37986,33,87,65,68
37424,34,97,65,68
37241,36,92,63,65
38788,34,92,66,61
38863,33,90,66,63
37856,34,88,64,62
37592,34,95,62,65
38044,36,86,67,59
38234,32,92,62,63
38933,33,87,60,62
38562,31,86,61,64
37504,33,84,62,62
38236,37,98,63,64
38539,33,84,64,66
37553,35,89,66,64
37374,35,99,70,69
39166,31,91,76,64
36715,34,92,74,67
37800,34,85,63,66
37459,31,90,64,63
38985,32,101,63,71
38298,31,92,66,74
37911,36,92,62,64
37216,34,104,65,67
37635,35,93,63,63
38942,34,91,64,73
39290,32,91,67,64
37203,32,95,59,61
36918,33,94,70,65
37624,33,89,62,60
35942,34,88,63,64
37398,32,98,68,63
36346,35,94,66,66
36317,32,91,61,64
35192,32,85,76,65
35759,32,89,64,63
38430,33,81,62,56
38208,35,88,65,65
36256,31,89,65,68
38872,37,90,67,64
38592,36,87,63,62
35390,34,88,64,62
35925,35,92,64,65
39914,33,86,65,62
36509,33,90,64,63
37407,35,84,62,60
37035,33,86,63,83
37398,33,97,66,70
36937,31,93,61,64
38047,34,90,63,62
35934,34,90,67,65
37310,31,92,64,77
36498,34,86,68,66
37810,32,92,65,63
38733,33,84,62,65
38370,31,88,64,62
39000,32,94,70,71
37926,36,94,61,65
37512,34,89,65,61
37273,33,98,67,63
38701,34,102,66,68
36665,32,89,70,70
36597,34,87,61,66
37472,32,108,59,63
37536,34,89,69,64
36502,36,97,60,60
36086,35,93,66,65
39976,35,97,65,71
37563,36,96,66,77
38235,33,92,75,72
38900,33,101,69,60
37003,32,84,61,60
36659,32,89,62,63
37473,32,102,59,59
36800,34,93,63,62
38334,36,98,60,66
38032,35,91,70,60
37041,33,92,64,63
38279,32,90,65,59
38668,31,84,66,66
36843,36,89,62,67
36927,30,88,61,66
36578,32,97,66,70
38269,29,83,66,64
36540,34,92,65,66
37430,31,98,68,63
37024,35,90,61,68
38775,32,96,65,62
38005,33,92,63,68
37184,33,89,63,60
38431,31,88,67,61
38655,33,101,68,61
38824,34,84,60,64
39395,33,90,69,66
38481,36,91,71,62
37205,33,86,65,63
37745,32,96,62,61
38136,34,87,62,62
38843,40,90,68,66
38682,32,91,65,59
37712,32,85,64,64
38178,34,90,63,71
37927,32,84,63,62
37188,33,101,67,61
37504,34,94,62,60
35280,36,89,65,60
36544,36,93,63,73
37416,36,86,59,62
38418,31,83,64,65
36296,34,86,65,66
38572,35,92,62,62
38521,31,91,62,61
39283,34,98,73,67
37992,31,93,62,67
37763,33,91,59,62
37236,32,105,62,66
37766,35,94,65,65
38521,35,88,66,68
37082,30,87,74,75
38077,33,91,59,62
37963,32,88,62,62
38587,29,90,67,67
38719,35,92,62,68
39031,34,86,67,66
38277,33,95,64,60
38117,34,86,63,62
37788,37,102,77,70
38529,33,94,69,66
37929,34,95,65,62
37542,34,94,60,66
37317,34,103,61,65
35879,33,89,64,69
37739,31,84,63,61
39267,32,92,65,62
37026,32,87,71,64
36674,35,88,65,69
37265,35,84,63,61
39030,31,86,62,67
37489,34,93,63,62
40029,34,96,61,65
38451,33,86,63,63
38320,34,93,63,68
37807,30,92,68,66
37918,35,105,65,66
40433,31,90,60,67
39580,33,87,62,63
39387,34,93,71,64
38064,33,88,65,70
39690,33,94,66,63
35894,34,91,65,67
36105,33,100,67,64
38629,33,86,65,64
38704,35,80,58,61
40151,32,102,62,69
37748,35,89,61,64
39115,35,99,66,63
38806,33,91,62,62
38136,34,95,68,71
37693,33,92,62,65
39447,31,94,65,70
38989,35,83,67,64
38725,34,96,63,65
39411,33,91,65,63
39220,30,91,63,62
37246,35,98,67,62
40344,32,88,71,67
39337,35,88,61,60
39255,33,89,64,62
40543,31,85,69,62
38915,33,92,65,72
39738,35,85,64,61
38106,30,84,64,69
37702,35,96,64,69
37926,31,95,63,61
38070,33,89,69,63
37905,33,92,71,63
38748,34,85,68,71
40899,36,89,63,60
38876,33,85,59,63
37092,33,96,63,62
38805,36,86,64,65
37230,31,91,64,70
39090,35,95,72,71
37517,32,104,69,67
39268,36,97,64,68
37626,34,104,67,63
37298,35,88,64,65
37303,31,94,69,62
39074,33,92,66,64
37722,33,89,61,62
38832,33,88,65,62
36991,31,92,65,64
38677,35,94,61,62
38772,34,95,68,62
37086,32,99,66,63
39622,35,92,63,63
37207,33,96,68,68
39507,33,103,62,75
38607,33,91,69,63
38079,35,91,63,66
37079,28,104,66,65
38134,35,82,62,61
39587,35,87,64,63
36611,32,90,65,64
37275,33,106,68,62
38057,32,95,66,62
37755,32,90,64,65
38851,32,94,65,67
38979,36,92,63,61
38614,35,88,65,63
39479,33,92,68,63
39835,34,86,68,63
37724,32,90,65,63
38858,34,91,64,62
37295,33,96,62,62
39694,33,97,65,59
36697,34,87,62,66
38139,34,93,64,66
38442,34,85,60,65
39099,35,82,61,65
40487,34,90,66,64
36666,33,99,74,68
39463,38,87,63,66
38633,35,88,63,65
40639,34,82,66,63
37504,33,97,64,69
39959,31,84,60,63
39162,30,88,63,62
37449,35,87,65,60
38440,31,91,61,60
37214,32,89,64,64
38005,34,91,64,65
38959,33,95,64,61
36166,35,87,74,67
35733,34,85,65,62
39315,33,98,82,67
39009,33,93,67,64
38984,35,101,64,68
40185,32,89,62,65
39854,31,87,60,59
38002,33,93,61,64
38170,31,87,67,66
39026,32,94,64,70
39093,36,87,63,62
38570,36,85,66,61
39787,35,90,69,61
37458,30,98,68,66
38788,37,97,64,65
38471,37,91,62,60
39593,30,86,62,67
38280,34,83,63,63
37835,33,90,67,63
39497,34,91,62,74
38242,31,87,67,64
38935,34,90,70,65
39218,33,91,59,61
39339,34,91,61,69
36828,34,92,62,69
40047,37,88,61,61
39004,32,85,60,72
37059,34,87,62,67
41730,34,93,59,61
37940,32,86,66,64
38672,32,93,62,66
38003,35,88,66,71
39444,31,86,63,63
39374,29,85,66,61
40481,33,91,79,73
41170,31,89,69,62
38481,35,86,62,61
39395,35,95,64,64
40263,32,92,69,66
40050,35,92,68,65
38417,34,84,64,65
36985,34,97,75,66
39808,35,107,64,68
39550,35,84,65,64
40090,35,94,70,60
40987,35,93,65,63
38344,30,92,68,60
40962,31,92,73,64
37543,36,106,63,68
37824,28,90,71,63
37982,34,91,64,64
39015,35,93,75,66
39377,31,86,67,67
40213,35,94,65,63
38035,35,99,64,63
41624,33,85,60,59
39647,33,90,66,68
39935,34,90,63,62
39564,34,88,65,72
38642,35,91,60,64
39118,31,86,60,59
40659,32,84,61,60
38939,32,92,72,66
38818,33,101,64,66
39321,34,83,62,60
39280,34,88,61,65
39609,33,87,65,66
39344,36,103,65,66
37181,33,85,66,68
38213,31,96,68,67
39026,34,85,63,65
37896,34,95,59,68
37735,33,88,62,65
39547,31,90,67,72
39642,32,93,71,62
38085,32,91,63,63
37881,34,89,62,66
36817,33,99,65,63
39327,33,86,62,66
38110,38,101,64,63
40750,33,88,63,68
39908,36,91,62,62
39844,32,81,62,62
40984,35,99,67,66
38009,33,88,67,65
40439,34,98,66,68
38180,32,96,64,60
38041,37,93,66,67
39042,31,86,61,60
36191,34,90,62,62
38822,33,92,62,62
39344,33,81,67,64
39179,33,85,64,62
40320,33,95,61,62
38566,35,88,71,61
