AVL,RB,B ONE,B FIVE,B TEN
23602,32,89,58,59
23306,32,82,59,63
24268,29,95,63,60
23464,32,96,63,61
24437,31,92,59,58
24509,30,102,61,63
23448,31,82,61,56
23509,36,84,69,61
23229,33,102,62,60
22824,31,88,69,59
23198,31,91,63,57
24431,32,98,64,60
22823,30,88,62,64
24163,34,93,60,58
22305,33,101,61,56
24221,31,94,63,59
22846,32,88,60,66
24881,32,83,61,61
23827,32,89,65,59
23648,31,91,60,59
23663,34,86,65,59
23455,32,85,62,58
23392,32,92,65,58
23721,32,95,58,59
24081,33,91,59,58
23631,30,94,59,56
22413,34,88,61,72
24316,30,83,70,69
23522,28,88,61,58
24327,32,88,64,59
23971,30,92,57,63
24283,31,86,63,57
23745,32,90,66,59
22337,32,90,59,57
25663,30,99,60,64
23486,29,86,65,59
23607,33,87,60,60
24777,31,90,59,61
24083,33,90,62,60
25076,32,91,58,60
23600,34,93,60,56
23421,32,86,64,68
22656,34,84,59,58
23035,34,81,64,64
24222,30,83,62,57
23844,27,83,57,59
23638,31,96,60,59
23826,32,91,59,67
24356,31,86,58,56
24473,32,89,57,55
23621,28,86,62,57
23443,35,85,61,61
25210,33,98,63,63
23391,37,90,60,56
23143,30,97,59,58
24011,30,84,59,59
23134,31,83,59,56
22972,33,91,60,59
24799,31,87,61,62
24505,32,86,61,56
25365,33,105,60,59
23949,32,92,62,59
23691,31,90,61,57
25739,32,86,61,57
24240,31,94,63,60
25655,31,88,63,64
23723,31,88,66,67
23895,33,92,57,62
23373,36,94,62,57
23316,31,107,62,56
23211,30,90,64,63
24536,32,87,63,59
24360,32,83,60,61
24303,29,84,57,56
24320,34,87,61,57
24632,32,91,58,64
24156,32,88,66,60
24282,30,88,59,59
23427,31,91,59,59
24939,31,95,65,58
24735,32,92,61,55
24707,34,89,64,61
24339,32,85,59,60
24444,31,85,60,58
24112,32,100,61,64
24134,32,94,59,59
23673,36,91,61,58
24097,32,83,59,56
22625,29,84,64,60
22610,30,88,66,59
24830,32,97,65,61
25684,31,98,60,59
23409,32,96,65,56
24787,34,91,56,53
24014,32,83,62,58
23334,30,85,68,60
23918,32,89,62,63
25000,33,89,63,63
22521,32,94,64,60
21806,32,89,60,64
23892,31,85,57,61
23499,29,85,60,58
24429,34,84,59,53
25024,30,95,62,59
24134,33,80,61,59
24198,32,104,66,55
24218,31,88,66,60
25090,30,96,71,59
24700,32,95,61,66
24252,29,82,58,57
24711,31,94,59,64
24724,35,93,59,58
24571,36,83,59,62
25606,31,88,64,60
25425,31,92,55,64
24443,33,82,59,56
24929,30,87,59,63
25313,32,96,63,63
24488,35,102,69,59
24705,30,85,57,62
24506,30,101,64,63
23684,30,86,61,59
23846,29,83,65,62
23260,32,89,65,64
25444,32,87,58,56
25701,30,83,57,61
24372,31,93,55,59
24670,32,84,68,60
25213,32,94,57,54
24191,30,101,57,61
26447,31,91,64,68
26058,29,89,62,74
24724,30,89,57,58
24335,32,96,62,60
24116,30,87,64,60
25667,35,96,59,64
24084,33,89,61,60
24100,32,86,60,59
23496,30,91,62,63
25187,32,89,66,59
23828,30,103,61,58
24227,34,88,57,55
24345,30,84,62,61
25128,29,83,67,67
24714,33,91,66,62
24598,34,86,59,59
24999,34,85,64,59
25691,32,91,72,64
23103,31,93,65,66
25302,29,90,68,58
24414,30,93,65,62
24285,31,88,61,56
25960,35,99,59,59
22648,30,90,60,66
24887,33,82,64,62
24880,32,85,62,68
24873,34,88,58,58
25120,33,102,62,58
24717,31,87,65,70
24153,33,92,60,59
25372,34,87,55,59
26342,30,92,60,58
24428,29,83,62,58
25774,33,89,58,63
24614,32,96,60,60
25378,31,90,63,62
24564,32,92,64,53
26211,29,87,62,58
25538,31,88,56,66
25404,30,102,62,56
25039,35,98,61,62
25080,32,94,57,57
24748,32,90,60,65
25911,31,83,65,56
24006,32,91,59,59
25042,32,87,63,57
24212,31,97,58,64
23527,32,93,61,58
24770,34,86,58,54
25477,33,93,59,65
26405,32,92,60,56
24557,34,89,63,57
24766,31,88,58,57
26109,31,88,61,56
24947,35,102,62,58
25849,33,92,59,58
25176,32,90,62,65
25569,31,84,56,58
25859,29,90,72,63
25248,34,87,63,62
26032,32,79,62,58
24846,32,92,55,63
23255,32,91,64,59
25683,32,91,58,59
23696,31,87,61,63
26021,30,93,58,60
23347,35,95,62,55
23699,33,92,61,58
24227,32,89,61,61
25014,31,90,59,62
25285,30,93,64,60
23815,30,87,59,57
25593,34,94,67,59
24522,31,91,64,63
25084,31,84,61,56
25100,32,91,60,56
23831,31,93,58,59
24292,33,87,61,60
24214,34,88,58,58
24969,33,98,57,59
25398,29,88,56,59
24932,33,89,63,63
23472,30,85,59,65
26705,30,83,60,68
23531,31,89,60,59
25589,33,95,61,60
25098,31,92,60,58
25520,35,91,62,57
24603,33,87,63,58
25000,32,87,59,55
25022,34,92,58,60
24404,31,87,61,57
25130,28,88,60,54
24165,32,83,66,60
24231,31,91,63,60
25246,29,87,60,69
25047,31,92,57,59
24176,29,82,56,53
25159,32,99,62,59
25950,33,91,61,59
23888,32,84,62,54
25602,29,83,61,55
25506,33,88,65,58
24814,33,91,62,62
25099,30,91,58,63
25917,32,99,61,58
24594,32,82,57,55
24540,35,91,59,65
25075,33,95,57,57
24912,32,86,62,58
25718,32,95,63,61
25337,35,95,66,60
24646,32,95,63,58
25230,35,89,60,61
24690,31,91,66,62
26369,31,94,55,64
25655,32,93,57,61
26947,33,86,64,61
24865,29,83,61,56
24974,34,99,63,61
24679,31,83,56,57
25811,31,89,61,62
25227,33,93,58,57
24742,33,92,63,60
26970,35,88,64,57
24556,30,93,59,57
25593,29,92,65,59
26029,27,94,60,63
26629,32,90,59,65
25700,30,91,59,62
25276,32,87,64,58
25099,34,100,65,60
24967,30,87,61,61
24677,29,88,68,55
26153,33,94,71,56
23436,32,88,59,62
25241,34,89,64,63
25386,33,86,61,57
23282,31,92,63,65
24181,31,91,64,57
26143,34,82,59,58
26217,33,94,62,66
26560,33,89,60,59
24915,34,104,60,60
24766,31,87,59,60
25799,32,80,56,56
25430,37,87,58,56
26132,33,87,57,54
25178,32,90,59,60
26020,30,83,60,65
26596,31,87,63,57
25512,29,85,67,60
26739,32,93,67,60
24858,34,85,64,62
26056,33,87,68,63
24944,32,90,61,64
24966,34,91,63,63
26091,31,87,59,55
26348,31,85,63,55
26138,34,94,64,56
24492,31,86,70,63
25803,34,93,58,63
23889,33,92,60,61
24879,37,91,65,67
26255,34,112,63,65
26570,31,88,61,57
25900,33,87,57,63
25335,30,89,62,61
26220,33,106,60,58
24847,37,89,69,58
25298,32,92,66,57
25016,34,80,57,57
25488,32,82,59,60
25992,33,95,56,57
26769,32,99,59,56
24943,33,91,62,63
24084,35,92,62,58
23507,33,96,61,60
25412,32,94,60,58
23869,35,88,60,59
25692,34,97,60,58
24957,28,85,66,69
26874,33,89,62,59
25303,33,87,60,65
26621,31,90,59,64
25023,33,84,57,58
26161,33,95,65,61
25597,34,98,62,62
25330,33,88,63,56
25415,33,93,60,60
26710,31,85,61,66
25364,30,90,64,58
25476,31,87,63,67
25453,31,91,59,57
25326,30,90,66,60
25396,34,87,60,59
25020,35,87,64,58
24188,34,102,62,62
25356,31,82,59,63
27071,31,86,63,56
25348,35,90,64,67
26484,31,99,63,56
25958,33,87,60,55
27490,32,98,60,58
24556,33,92,62,58
25739,32,85,57,57
24994,32,92,60,65
25725,33,99,63,59
25772,35,83,60,63
24571,32,83,62,59
25721,31,85,61,56
25514,31,83,58,57
25071,30,94,64,59
26123,30,98,59,65
26444,34,98,60,57
26171,31,85,65,59
26490,32,87,63,56
24832,33,95,63,62
25876,32,89,64,56
25652,30,97,58,55
25729,31,86,60,59
26998,30,80,59,56
27375,33,97,62,61
25951,31,97,62,59
26326,32,86,67,59
25523,29,92,60,58
24706,35,93,56,59
25584,32,89,65,70
25540,30,94,59,57
26560,34,92,59,58
25413,33,92,61,60
26477,32,89,60,59
23992,34,84,59,58
25575,29,94,64,60
25554,31,97,66,64
24419,30,93,62,61
26172,33,85,61,59
27006,32,81,59,60
24942,32,83,58,58
26901,35,87,73,57
24641,30,87,64,58
26387,33,98,59,60
26683,34,84,62,54
26809,32,88,66,61
25842,34,83,69,61
24888,33,85,60,62
25288,29,88,64,60
27083,32,95,61,58
27866,32,86,61,56
25045,30,95,68,57
24379,35,86,55,62
25331,33,86,65,60
26687,32,88,62,57
26815,31,96,66,64
27045,36,85,65,59
24046,37,83,56,60
26765,28,89,57,56
26528,35,93,58,59
26499,29,82,66,61
25614,29,87,61,57
25759,31,86,62,59
24301,35,91,62,61
25761,32,89,56,56
27283,31,86,62,58
25479,32,87,59,59
25650,34,82,63,57
26757,35,91,67,59
26535,35,90,61,58
25278,31,86,60,64
25436,28,91,61,59
25378,32,87,61,60
26282,31,94,61,58
26920,29,96,63,62
25173,35,92,62,55
26058,35,94,57,67
25111,31,93,62,59
25168,29,83,63,64
25823,32,104,59,59
25431,28,85,56,58
25853,31,90,61,60
26395,30,97,64,59
27238,30,93,59,59
26122,31,84,59,63
26753,33,95,61,56
25967,32,99,58,62
25867,30,84,64,62
27060,34,91,57,76
28252,33,93,62,54
26068,35,91,68,62
27163,31,90,58,58
27732,33,84,63,53
26762,32,95,63,58
25338,35,91,59,66
26128,33,98,63,60
25287,34,104,65,58
27358,31,83,58,60
25513,31,89,61,65
26494,31,87,59,54
26883,32,98,63,59
26258,32,88,62,61
26070,30,85,59,57
25971,33,93,61,61
26494,30,85,58,59
26756,33,89,64,58
26554,31,88,56,55
25941,30,79,59,58
25556,32,105,59,61
25295,29,83,64,59
27537,31,94,58,61
26315,33,92,58,67
27302,34,84,69,68
26255,33,88,62,66
25361,29,87,60,61
26293,31,84,58,55
27061,30,94,61,58
27512,35,94,61,57
27695,32,85,63,57
25515,36,107,65,59
25744,30,95,63,58
26087,29,82,57,55
25731,32,92,61,63
24591,31,102,58,60
25984,31,91,62,61
26546,33,85,62,60
27434,32,81,57,57
24423,30,87,71,58
26270,29,88,58,61
26530,34,82,61,59
26081,31,83,61,69
26018,36,87,61,58
27329,29,85,64,55
26242,33,91,65,64
26564,31,94,61,60
26982,31,88,66,61
26061,34,97,62,57
27518,32,84,64,59
24763,34,88,67,63
27694,30,81,63,61
26453,32,86,61,62
26569,32,84,59,60
26726,33,92,61,62
27816,32,91,61,61
26251,29,94,60,59
24991,31,95,67,55
27105,32,84,63,59
26737,35,85,59,62
25855,30,86,64,60
27886,33,89,59,54
26899,32,106,65,60
26515,31,90,65,57
27103,32,100,63,57
25072,33,85,67,63
26392,32,91,64,59
26724,35,79,62,67
26934,30,91,66,56
27484,31,94,58,61
24810,34,94,63,62
26311,33,88,58,57
26556,35,85,63,67
27829,31,87,64,58
25982,34,90,60,60
26106,32,93,61,62
26217,34,91,58,57
26271,34,84,57,58
26241,30,97,60,57
27722,34,93,59,62
25669,31,92,61,63
27954,32,84,61,55
27052,31,95,58,60
26855,33,93,60,57
25346,33,90,60,64
27710,31,89,63,61
26833,32,82,58,61
26991,32,96,59,53
24921,30,93,59,57
27043,31,87,60,58
25967,32,88,60,59
27211,33,92,68,72
25026,33,90,61,59
28023,30,91,61,62
26732,30,97,61,73
25334,31,95,63,58
25972,32,89,62,58
27300,32,115,64,60
26082,37,95,64,63
27655,31,88,60,62
26527,35,102,63,61
27798,34,86,58,63
26722,35,87,60,60
27904,32,91,64,65
27534,30,90,62,60
26672,32,89,60,59
25381,33,98,60,59
26875,32,89,66,58
26047,31,84,61,57
27345,31,91,61,64
26858,30,96,59,59
26679,31,91,64,59
26874,31,93,64,62
26732,31,98,58,63
27296,32,83,63,64
28399,31,85,59,58
26886,31,95,61,62
27252,32,90,67,57
26800,33,95,62,61
26724,33,88,59,57
26436,33,85,61,60
26803,32,97,57,58
24917,32,84,61,62
26719,31,100,63,60
26924,33,86,64,57
27152,31,104,59,62
27599,33,95,60,58
27088,32,92,58,62
25073,31,86,62,60
26620,29,87,61,61
26357,30,82,62,59
25275,30,93,58,58
26453,32,104,65,59
25915,31,93,69,60
26196,33,88,65,58
26616,31,89,60,60
25321,32,81,59,54
26675,33,96,70,60
27035,33,92,63,57
26407,33,91,66,58
25765,35,97,60,66
28390,32,88,62,57
28210,31,97,61,61
27121,30,84,58,58
27942,30,85,59,59
27745,31,84,57,54
26952,32,94,57,63
27475,32,88,59,57
27609,33,92,63,63
27822,33,85,59,61
25853,37,91,69,62
27931,33,89,68,61
28215,28,86,65,58
27579,33,87,59,53
26893,32,89,59,62
28677,33,94,61,55
26453,30,83,56,54
26348,31,98,61,57
28397,34,94,71,58
26699,30,89,59,63
26403,34,92,57,59
27243,31,89,57,59
27454,34,92,58,57
26867,33,87,59,56
27126,35,86,62,58
26083,33,88,61,60
27813,31,81,57,57
27502,33,89,62,56
27621,31,101,58,58
27406,36,88,65,62
26310,31,89,64,60
25350,33,86,60,59
26988,33,85,64,60
25951,31,95,65,56
26882,30,89,63,61
28123,31,89,59,58
26938,33,84,58,53
27262,31,95,70,61
27422,31,86,65,57
26955,30,90,63,61
27747,29,81,70,63
27256,31,87,61,58
27643,30,91,57,55
27130,31,92,67,59
26713,34,95,59,58
26755,35,104,57,62
26181,31,85,66,56
25824,36,97,69,64
27479,29,84,64,63
27715,35,86,59,59
28193,30,88,68,65
25928,32,96,59,62
27759,32,84,66,62
26624,34,92,64,63
27390,33,84,64,57
27026,32,108,63,59
28215,31,90,70,59
26796,36,90,57,59
28105,34,83,58,57
26331,31,88,60,69
26476,36,87,55,52
26758,33,95,62,63
28171,33,89,60,68
26700,34,98,72,60
28078,29,81,62,59
25415,33,82,59,60
27241,34,88,62,60
27406,33,83,66,53
27700,30,91,64,55
27975,33,91,59,57
28113,33,86,63,59
27175,31,86,58,55
28279,34,85,64,59
26937,30,90,61,67
27860,33,91,58,62
28066,30,86,57,57
28698,32,83,55,53
27410,34,89,62,61
27777,33,110,67,62
26868,34,89,64,61
26387,35,89,60,60
28558,31,86,59,67
26309,35,88,59,59
28082,32,87,61,58
28545,30,93,67,58
27536,33,94,62,58
27406,30,96,61,62
26068,31,83,62,56
29511,28,81,58,67
27584,31,86,64,57
28395,31,100,70,61
27102,32,84,59,59
27224,33,94,66,62
26839,33,99,59,58
28104,34,83,66,59
27889,28,87,63,62
29141,28,96,58,58
28584,34,82,60,58
27231,32,88,70,59
27639,32,85,62,59
27623,35,89,58,55
28198,34,104,65,59
28859,35,89,61,57
28445,30,94,64,59
28932,31,87,64,59
28584,33,86,60,64
26664,35,89,65,69
27338,30,94,59,65
27112,33,88,60,61
29142,36,87,63,57
26176,32,82,59,57
27332,34,82,59,62
27623,30,85,62,57
26882,33,83,62,59
27357,30,98,67,61
28752,33,86,63,57
28430,35,86,63,63
27285,28,85,62,59
28000,33,104,61,59
28088,34,91,59,57
28322,30,86,60,63
29898,33,89,63,57
27355,35,92,65,60
27463,31,110,65,64
29314,32,89,60,57
28320,32,95,62,57
27926,34,94,64,67
27722,34,92,62,61
27360,32,86,65,63
26927,33,87,63,57
28537,34,93,61,56
27178,29,85,62,70
29449,31,91,62,56
28265,34,87,61,58
26738,32,85,58,59
26392,36,89,68,58
28943,34,89,62,60
27389,30,83,61,65
29910,35,82,58,60
26959,32,88,62,62
27931,32,94,64,57
27513,33,88,59,67
27293,34,90,63,65
28117,33,94,61,56
28175,33,94,65,59
27532,31,93,65,56
28674,34,86,58,58
28532,33,95,55,59
27207,33,98,65,59
28443,36,93,63,67
28905,30,83,57,53
28647,34,86,63,54
30027,33,90,63,60
29336,33,87,61,65
28358,31,85,59,59
26799,31,96,60,63
27651,31,91,63,60
27620,35,83,59,59
27447,33,89,61,63
27646,33,94,58,57
28746,31,81,66,59
28241,34,103,59,54
29022,30,84,57,59
29138,35,86,63,58
28889,30,87,67,63
27868,28,94,62,57
28109,29,99,64,62
27589,32,87,65,68
26962,33,86,63,60
28041,34,83,61,64
28218,33,106,57,63
27982,35,84,72,58
29337,31,99,59,60
29055,30,91,65,59
29399,31,86,60,67
27392,30,88,58,58
25829,32,84,62,57
29871,31,94,61,61
28462,33,94,60,60
28400,30,93,58,60
28801,28,85,59,59
26090,31,91,63,65
28252,32,87,61,60
27532,35,93,58,56
29010,31,85,61,55
27523,34,82,65,57
28655,31,89,63,55
27476,31,87,57,57
28444,32,87,62,57
27935,31,82,70,57
27586,30,99,60,59
27993,31,87,60,57
26437,34,91,58,54
26295,31,82,59,59
28585,35,85,62,59
27936,29,86,56,55
27781,29,87,63,56
28606,31,90,62,60
28270,36,93,61,60
27795,31,97,62,57
27173,32,90,60,59
28556,32,90,58,60
27679,32,85,59,59
27675,34,87,58,62
27796,33,91,59,62
27662,34,85,59,63
27906,32,84,64,59
28449,35,80,60,58
30104,35,95,63,62
28726,36,92,62,58
29634,33,93,62,60
28148,33,92,65,62
28825,32,83,58,59
29896,34,99,59,58
29255,33,85,64,61
29558,29,82,57,55
29619,33,97,64,64
28832,31,94,61,61
28742,34,93,60,60
28162,32,88,60,60
28223,34,99,65,59
28709,30,83,59,59
28142,34,93,59,55
29237,29,83,61,59
29163,28,91,60,67
28346,32,83,66,55
27962,33,82,58,61
28788,32,91,60,57
29368,30,86,59,61
29436,31,85,61,62
27699,34,85,59,61
27740,35,86,66,65
26438,32,91,62,56
28804,34,101,61,66
28897,33,90,64,62
29056,32,91,63,59
27650,30,88,61,67
27603,32,88,63,63
27772,31,90,63,58
28631,32,102,60,57
29179,32,87,64,57
27841,32,87,61,54
28069,31,84,67,58
26170,37,99,59,62
28152,33,90,59,63
28496,32,86,67,59
28272,31,88,57,57
29970,34,88,59,62
27809,33,88,58,67
29100,35,84,62,59
29377,35,92,62,62
28840,31,88,59,60
29977,33,84,61,56
28325,31,85,55,56
28892,32,91,62,58
29275,34,95,60,56
27853,34,89,63,56
28314,30,92,62,63
28813,31,90,63,54
29516,31,80,65,56
28854,34,92,59,63
28405,34,87,60,62
29189,33,93,63,65
27142,33,88,61,56
28347,33,85,64,60
30328,31,85,63,57
27124,34,100,68,60
27833,33,86,68,60
28497,32,91,66,57
28917,31,86,62,59
29610,31,89,67,62
30083,33,90,66,62
27027,28,90,61,67
27878,35,84,68,56
27750,34,97,61,59
28325,31,95,59,68
29696,36,94,63,58
29483,33,83,60,56
28124,32,82,61,58
27495,33,92,65,61
30242,32,85,61,62
27065,30,94,66,64
28051,32,91,69,57
28182,30,88,64,65
30051,35,92,71,57
28311,32,83,68,66
29371,31,90,59,58
29258,29,88,62,63
30197,31,85,65,58
28661,34,89,61,56
29731,31,87,66,62
29358,30,95,59,64
29028,28,87,59,56
29371,33,94,64,58
29365,31,91,59,59
30159,33,89,60,59
27961,32,86,60,65
29373,32,90,69,60
29659,33,94,62,61
29275,33,94,66,60
29423,35,86,61,65
28788,34,79,60,55
29750,33,83,60,56
28227,32,88,57,60
29632,34,83,61,59
30216,34,101,64,63
28804,34,89,54,53
29537,28,87,60,55
29625,34,91,65,64
26874,33,91,59,57
29321,34,99,67,56
28265,33,85,59,64
30223,31,86,62,57
28624,30,92,59,59
28960,34,92,59,59
28476,30,89,64,61
26505,32,87,59,67
28890,32,94,69,64
29562,31,87,67,56
29211,34,86,57,54
29819,34,100,68,64
28611,31,91,66,57
28127,34,85,58,59
29006,33,97,60,60
28599,30,86,65,62
28170,31,82,61,55
28764,32,92,57,55
30192,31,90,65,69
28641,29,81,64,56
29893,31,91,68,73
29343,30,91,58,67
27970,31,95,68,62
28388,32,90,64,56
30579,32,86,63,58
29694,31,83,59,56
28604,34,82,64,56
28572,31,96,58,57
28511,37,92,60,60
27265,32,90,59,55
30591,33,87,58,58
28236,30,84,61,61
30627,32,84,65,53
30410,36,87,60,56
29693,34,83,57,57
29697,31,85,62,63
30190,34,88,61,60
28885,30,83,61,55
29199,31,80,68,57
29202,34,98,60,59
29090,32,81,60,55
30658,35,86,61,59
29838,38,89,58,56
29357,33,85,58,58
30677,34,100,63,65
28964,34,96,63,64
31431,31,82,66,61
28712,31,83,64,59
30032,31,83,57,59
29294,30,88,59,60
29445,35,99,63,66
27689,33,90,63,58
29620,34,88,61,55
29268,33,84,61,65
29267,35,84,57,53
30804,33,89,58,58
29211,33,94,65,67
30218,32,83,57,54
28843,32,96,63,57
28983,34,91,60,54
29922,35,100,59,57
29596,32,101,64,59
30725,32,89,57,57
28595,33,83,67,59
29213,32,93,59,60
29301,34,84,58,59
28488,30,90,68,65
29321,34,107,62,57
31105,33,88,62,62
28013,30,87,58,56
29718,36,92,62,57
29048,33,85,62,57
28769,35,81,60,58
30288,35,91,59,70
29962,33,93,61,56
30024,36,95,62,55
28437,30,96,64,59
30385,30,91,60,64
30064,32,90,62,63
30236,31,88,66,64
29288,32,86,56,63
29267,37,96,59,57
29400,35,86,60,57
28599,32,95,66,68
28539,36,94,60,60
29859,34,84,61,55
27799,34,93,63,63
28152,32,90,68,58
29540,31,91,58,59
28807,33,99,67,60
30780,32,86,59,59
28666,33,86,60,67
29321,31,90,62,65
29321,33,103,69,58
29079,33,85,62,59
27293,29,100,62,60
30286,35,89,66,59
27332,32,90,60,60
29830,34,99,58,59
30436,38,95,63,61
29493,28,91,59,56
29419,32,82,61,61
29650,33,85,58,60
29308,36,87,64,63
28448,32,85,59,61
27056,32,91,60,57
29896,35,87,60,61
29790,33,84,63,63
28752,33,88,61,61
29189,29,92,61,57
28895,31,88,59,56
29931,34,91,61,58
29383,31,92,64,61
31088,36,87,59,61
31007,31,88,63,67
30267,34,95,63,56
30282,35,85,62,60
29644,32,86,59,61
32181,33,84,59,58
30421,33,82,64,58
30038,32,94,68,58
28742,31,86,62,60
28332,31,86,67,65
29504,31,93,63,58
32060,33,81,57,57
29941,32,83,65,57
29892,32,103,65,55
30161,34,85,60,61
31060,32,85,61,64
29242,33,82,65,51
29544,30,86,59,56
29758,32,89,58,68
28808,34,89,62,56
29786,35,94,59,63
29527,32,92,62,58
30161,33,87,61,61
28490,34,85,64,61
30325,34,101,61,62
29795,32,86,61,57
30667,31,90,56,61
30653,36,97,59,62
29548,30,83,60,59
28384,33,91,62,59
30911,31,85,60,59
29494,32,86,66,61
30440,29,88,58,56
28201,34,88,57,55
29635,33,95,68,61
29726,36,96,65,62
29176,32,87,59,62
29902,32,98,70,58
30425,32,111,63,62
29176,33,94,64,62
29290,34,91,69,65
28638,30,87,67,60
30540,34,95,63,57
30969,32,88,65,58
31244,34,91,58,62
27513,31,93,61,60
29254,30,90,69,64
30717,32,93,67,58
28763,36,99,66,59
29199,36,105,70,60
30202,36,103,61,57
31425,34,96,60,61
30404,31,94,66,58
29524,33,89,62,57
28965,33,102,72,58
29145,35,93,66,62
31268,34,84,69,57
32147,34,90,62,59
30872,32,81,62,58
29616,30,83,59,55
28011,34,85,63,57
29716,31,84,64,61
30409,32,99,63,61
30519,30,83,56,52
29159,33,91,65,60
29721,33,86,60,57
30998,32,90,65,58
30779,31,89,59,67
27604,32,101,60,61
28148,35,91,59,56
29934,33,92,62,68
31304,32,87,61,61
30102,33,82,64,60
30878,29,84,57,57
30146,33,83,60,57
29182,30,90,57,57
30681,33,87,61,66
31225,32,102,61,72
31190,31,84,68,60
29752,35,95,58,63
30845,29,91,58,64
31279,33,93,65,69
30996,30,85,56,56
29484,32,87,60,69
29015,32,86,59,62
31267,33,96,62,60
29657,35,88,61,56
31030,31,83,59,57
28990,30,90,67,69
28508,34,88,60,58
30482,30,99,59,57
30888,31,94,58,63
30132,33,86,60,72
30201,32,93,60,56
30519,34,88,62,60
31579,34,102,68,60
30476,33,87,65,59
29474,36,91,60,60
30077,33,87,58,61
30861,28,97,56,57
30806,31,86,60,58
30673,32,87,55,55
29800,35,90,65,55
30678,37,97,65,66
30944,32,95,60,59
31681,32,87,62,55
30942,32,85,62,59
30702,32,91,63,61
30349,36,93,70,58
29701,33,92,65,59
31954,33,95,62,61
31293,31,83,63,59
30527,34,93,61,69
30718,32,95,62,70
29820,34,87,62,63
28880,32,87,69,59
31150,32,81,66,57
28011,31,89,61,69
30706,34,90,60,56
31476,32,90,62,57
30253,31,93,65,63
30957,32,84,58,63
31416,36,98,62,60
28452,32,85,67,63
28296,33,84,68,58
30489,30,87,60,58
31332,34,87,58,57
30253,34,79,62,61
32384,32,101,65,71
30587,34,95,63,61
30296,30,86,66,58
30197,30,88,60,66
28969,31,98,58,67
31892,35,101,58,60
30381,36,102,61,58
29725,30,90,70,65
30996,36,87,61,65
30513,30,86,64,61
31532,32,87,59,67
30446,31,93,61,58
31680,32,88,62,70
28365,27,86,58,55
28413,34,86,60,64
31042,33,99,57,57
31611,32,84,66,57
32210,35,87,61,61
30186,29,85,64,57
31416,34,98,60,63
28878,32,87,56,64
31490,37,94,60,61
31531,33,88,60,58
31362,34,93,58,56
32029,35,86,60,56
29427,36,95,63,62
30143,29,96,66,60
31393,34,84,62,57
29777,30,89,59,61
29359,30,87,60,60
31179,31,83,58,60
31291,35,90,63,61
30734,35,92,64,66
31171,33,85,57,63
30301,33,97,61,63
31979,33,86,63,64
29712,33,90,59,60
30631,31,86,63,66
32241,35,93,63,62
30869,36,92,64,63
31442,33,91,62,57
30230,33,90,60,66
29988,33,98,62,68
31008,30,86,60,64
31961,35,87,58,74
30656,32,93,66,56
29408,31,86,58,61
30533,31,89,60,60
31176,32,99,72,64
31744,32,89,65,67
30676,33,89,65,59
31417,33,94,57,57
31075,33,92,61,61
30106,33,95,62,58
30142,33,99,61,61
29250,34,84,59,64
30943,32,93,62,61
29075,33,89,59,61
31729,31,81,62,59
30190,31,91,65,58
31872,31,95,62,64
29649,35,87,64,63
29756,33,94,60,56
30817,32,85,60,58
30168,31,90,59,57
31585,31,81,63,62
29946,32,93,60,58
31906,33,84,60,54
31654,31,86,61,61
30135,32,94,62,66
30548,30,92,61,56
31725,34,88,60,62
30815,34,86,59,57
30536,35,91,63,66
30781,34,90,64,69
32309,33,90,68,58
31843,31,95,65,57
32119,33,91,67,57
29979,31,87,57,61
31702,34,96,62,62
30172,32,85,63,59
31007,32,88,61,63
28891,34,92,60,59
30674,31,82,62,57
32141,32,91,59,57
31452,29,90,64,61
31264,34,86,61,59
33394,35,85,63,66
29731,29,95,59,55
31499,33,89,62,63
31142,32,106,59,59
30384,33,83,65,59
32450,36,91,62,60
31670,33,83,61,61
32183,31,86,63,62
32181,33,85,62,59
30401,34,88,63,63
30855,32,91,64,61
31485,32,82,63,61
31403,33,94,59,55
30535,31,91,72,62
31994,33,84,60,59
31326,32,101,63,61
31247,31,85,61,59
30788,30,83,65,59
30601,31,95,60,58
29684,30,91,65,65
30755,34,85,58,56
30183,31,91,59,59
32070,28,88,61,61
31204,33,91,59,68
31415,31,95,59,57
33057,33,89,67,66
32269,31,89,61,66
30662,35,99,57,58
30622,32,85,60,58
30561,35,90,61,58
32394,32,89,60,58
30129,29,94,57,71
32381,35,100,63,63
30729,31,92,59,59
31348,34,85,64,60
30462,32,93,67,76
33040,33,92,57,57
29449,32,86,60,67
31045,32,89,65,62
31900,35,84,64,61
29968,35,88,59,67
30388,31,85,62,64
33289,32,83,57,62
30266,37,89,59,55
31557,30,95,60,63
30868,33,89,60,60
31803,33,95,63,58
30496,34,96,59,60
31743,32,92,61,64
30913,31,87,67,58
29445,33,92,67,63
29251,33,86,60,68
32202,31,85,62,58
29691,31,84,58,61
31554,34,92,60,65
30907,33,83,64,59
31431,32,87,60,59
31429,36,100,59,61
32280,31,86,56,57
31170,33,85,64,58
31868,31,83,64,60
29359,34,90,68,62
31846,36,88,57,57
30756,33,92,62,56
30385,29,108,64,72
30667,32,85,56,54
30836,30,90,65,60
30948,32,88,60,59
32507,31,98,62,72
30432,30,95,63,59
31046,33,88,64,63
31492,32,95,66,60
31596,33,92,63,64
32247,31,94,63,63
31445,29,85,68,64
30835,34,84,58,61
32660,32,93,59,62
